2023-04-27 19:08:55,735 INFO    StreamThr :60024 [internal.py:wandb_internal():86] W&B internal server running at pid: 60024, started at: 2023-04-27 19:08:55.735483
2023-04-27 19:08:55,736 DEBUG   HandlerThread:60024 [handler.py:handle_request():144] handle_request: status
2023-04-27 19:08:55,738 INFO    WriterThread:60024 [datastore.py:open_for_write():85] open: /home/jonah/Documents/school/idl/threshold_forwardforward/new_code/wandb/run-20230427_190855-nbdnns49/run-nbdnns49.wandb
2023-04-27 19:08:55,738 DEBUG   SenderThread:60024 [sender.py:send():375] send: header
2023-04-27 19:08:55,746 DEBUG   SenderThread:60024 [sender.py:send():375] send: run
2023-04-27 19:08:55,929 INFO    SenderThread:60024 [dir_watcher.py:__init__():219] watching files in: /home/jonah/Documents/school/idl/threshold_forwardforward/new_code/wandb/run-20230427_190855-nbdnns49/files
2023-04-27 19:08:55,929 INFO    SenderThread:60024 [sender.py:_start_run_threads():1124] run started: nbdnns49 with start time 1682636935.736128
2023-04-27 19:08:55,930 DEBUG   SenderThread:60024 [sender.py:send_request():402] send_request: summary_record
2023-04-27 19:08:55,930 INFO    SenderThread:60024 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-27 19:08:55,933 DEBUG   HandlerThread:60024 [handler.py:handle_request():144] handle_request: check_version
2023-04-27 19:08:55,933 DEBUG   SenderThread:60024 [sender.py:send_request():402] send_request: check_version
2023-04-27 19:08:56,023 DEBUG   HandlerThread:60024 [handler.py:handle_request():144] handle_request: run_start
2023-04-27 19:08:56,029 DEBUG   HandlerThread:60024 [system_info.py:__init__():31] System info init
2023-04-27 19:08:56,029 DEBUG   HandlerThread:60024 [system_info.py:__init__():46] System info init done
2023-04-27 19:08:56,029 INFO    HandlerThread:60024 [system_monitor.py:start():181] Starting system monitor
2023-04-27 19:08:56,029 INFO    SystemMonitor:60024 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-27 19:08:56,029 INFO    HandlerThread:60024 [system_monitor.py:probe():201] Collecting system info
2023-04-27 19:08:56,030 INFO    SystemMonitor:60024 [interfaces.py:start():190] Started cpu monitoring
2023-04-27 19:08:56,030 INFO    SystemMonitor:60024 [interfaces.py:start():190] Started disk monitoring
2023-04-27 19:08:56,031 INFO    SystemMonitor:60024 [interfaces.py:start():190] Started gpu monitoring
2023-04-27 19:08:56,031 INFO    SystemMonitor:60024 [interfaces.py:start():190] Started memory monitoring
2023-04-27 19:08:56,031 INFO    SystemMonitor:60024 [interfaces.py:start():190] Started network monitoring
2023-04-27 19:08:56,040 DEBUG   HandlerThread:60024 [system_info.py:probe():195] Probing system
2023-04-27 19:08:56,044 DEBUG   HandlerThread:60024 [system_info.py:_probe_git():180] Probing git
2023-04-27 19:08:56,050 DEBUG   HandlerThread:60024 [system_info.py:_probe_git():188] Probing git done
2023-04-27 19:08:56,050 DEBUG   HandlerThread:60024 [system_info.py:probe():240] Probing system done
2023-04-27 19:08:56,050 DEBUG   HandlerThread:60024 [system_monitor.py:probe():210] {'os': 'Linux-5.19.0-41-generic-x86_64-with-glibc2.17', 'python': '3.8.16', 'heartbeatAt': '2023-04-27T23:08:56.040578', 'startedAt': '2023-04-27T23:08:55.729361', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'main.py', 'codePath': 'new_code/main.py', 'git': {'remote': 'https://github.com/Ads-cmu/ForwardForward.git', 'commit': '3f22f926dee0ec64f52f85d0b4a2234030412114'}, 'email': 'kornberg.jonah@gmail.com', 'root': '/home/jonah/Documents/school/idl/threshold_forwardforward', 'host': 'jonah-dual', 'username': 'jonah', 'executable': '/home/jonah/anaconda3/envs/FF/bin/python', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3271.139583333333, 'min': 2200.0, 'max': 3700.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3821.353, 'min': 2200.0, 'max': 3700.0}, {'current': 3829.936, 'min': 2200.0, 'max': 3700.0}, {'current': 3795.358, 'min': 2200.0, 'max': 3700.0}, {'current': 3832.987, 'min': 2200.0, 'max': 3700.0}, {'current': 3268.673, 'min': 2200.0, 'max': 3700.0}, {'current': 2903.221, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3205.63, 'min': 2200.0, 'max': 3700.0}, {'current': 3887.219, 'min': 2200.0, 'max': 3700.0}, {'current': 2886.925, 'min': 2200.0, 'max': 3700.0}, {'current': 3825.175, 'min': 2200.0, 'max': 3700.0}, {'current': 4778.681, 'min': 2200.0, 'max': 3700.0}, {'current': 3745.814, 'min': 2200.0, 'max': 3700.0}, {'current': 3843.459, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3839.709, 'min': 2200.0, 'max': 3700.0}, {'current': 2879.761, 'min': 2200.0, 'max': 3700.0}, {'current': 2896.437, 'min': 2200.0, 'max': 3700.0}, {'current': 2977.887, 'min': 2200.0, 'max': 3700.0}, {'current': 2879.582, 'min': 2200.0, 'max': 3700.0}, {'current': 3731.7, 'min': 2200.0, 'max': 3700.0}, {'current': 2877.843, 'min': 2200.0, 'max': 3700.0}], 'disk': {'total': 233.27177810668945, 'used': 202.5220603942871}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 31.260986328125}}
2023-04-27 19:08:56,050 INFO    HandlerThread:60024 [system_monitor.py:probe():211] Finished collecting system info
2023-04-27 19:08:56,050 INFO    HandlerThread:60024 [system_monitor.py:probe():214] Publishing system info
2023-04-27 19:08:56,050 DEBUG   HandlerThread:60024 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-27 19:08:56,051 DEBUG   HandlerThread:60024 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-27 19:08:56,051 DEBUG   HandlerThread:60024 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-04-27 19:08:56,931 INFO    Thread-12 :60024 [dir_watcher.py:_on_file_created():278] file/dir created: /home/jonah/Documents/school/idl/threshold_forwardforward/new_code/wandb/run-20230427_190855-nbdnns49/files/requirements.txt
2023-04-27 19:08:56,931 INFO    Thread-12 :60024 [dir_watcher.py:_on_file_created():278] file/dir created: /home/jonah/Documents/school/idl/threshold_forwardforward/new_code/wandb/run-20230427_190855-nbdnns49/files/wandb-summary.json
2023-04-27 19:08:56,931 INFO    Thread-12 :60024 [dir_watcher.py:_on_file_created():278] file/dir created: /home/jonah/Documents/school/idl/threshold_forwardforward/new_code/wandb/run-20230427_190855-nbdnns49/files/conda-environment.yaml
2023-04-27 19:08:57,023 DEBUG   HandlerThread:60024 [system_info.py:_save_conda():86] Saving conda packages done
2023-04-27 19:08:57,023 INFO    HandlerThread:60024 [system_monitor.py:probe():216] Finished publishing system info
2023-04-27 19:08:57,025 DEBUG   SenderThread:60024 [sender.py:send():375] send: files
2023-04-27 19:08:57,025 INFO    SenderThread:60024 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-04-27 19:08:57,028 DEBUG   HandlerThread:60024 [handler.py:handle_request():144] handle_request: stop_status
2023-04-27 19:08:57,028 DEBUG   SenderThread:60024 [sender.py:send_request():402] send_request: stop_status
2023-04-27 19:08:57,107 DEBUG   SenderThread:60024 [sender.py:send():375] send: telemetry
2023-04-27 19:08:57,356 INFO    wandb-upload_0:60024 [upload_job.py:push():137] Uploaded file /tmp/tmp2melkd_fwandb/ix2lxyz4-wandb-metadata.json
2023-04-27 19:08:57,930 INFO    Thread-12 :60024 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/jonah/Documents/school/idl/threshold_forwardforward/new_code/wandb/run-20230427_190855-nbdnns49/files/conda-environment.yaml
2023-04-27 19:08:57,930 INFO    Thread-12 :60024 [dir_watcher.py:_on_file_created():278] file/dir created: /home/jonah/Documents/school/idl/threshold_forwardforward/new_code/wandb/run-20230427_190855-nbdnns49/files/wandb-metadata.json
2023-04-27 19:08:58,883 DEBUG   SenderThread:60024 [sender.py:send():375] send: exit
2023-04-27 19:08:58,883 INFO    SenderThread:60024 [sender.py:send_exit():598] handling exit code: 1
2023-04-27 19:08:58,883 INFO    SenderThread:60024 [sender.py:send_exit():600] handling runtime: 2
2023-04-27 19:08:58,884 INFO    SenderThread:60024 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-27 19:08:58,884 INFO    SenderThread:60024 [sender.py:send_exit():606] send defer
2023-04-27 19:08:58,884 DEBUG   HandlerThread:60024 [handler.py:handle_request():144] handle_request: defer
2023-04-27 19:08:58,884 INFO    HandlerThread:60024 [handler.py:handle_request_defer():170] handle defer: 0
2023-04-27 19:08:58,884 DEBUG   SenderThread:60024 [sender.py:send_request():402] send_request: defer
2023-04-27 19:08:58,884 INFO    SenderThread:60024 [sender.py:send_request_defer():622] handle sender defer: 0
